 ! Swift/XRT detailed lightcurve of trigger: 10724, name: AT2018cow
 ! Swift/XRT lightcurve of trigger: 10724, name: AT2018cow
 ! T0 for this burst is Swift MET=551097137.0 s, = 2018 Jun 19 at 10:31:55.845 UT
 ! Data covers 0.3-10 keV
 ! For details of light-curve production, see Evans et al. 2007, A&A, 469, 379
 ! BINMODE: TIME
!Time    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg 	BGrate  	BGerr   	FracExp
! PC data
842911.718	50.000	-50.000	2.351227e-01	6.905890e-02	-5.770583e-02	0.000000e+00	0.000000e+00	0.786773
843011.718	50.000	-50.000	2.319803e-01	5.676289e-02	-5.676289e-02	1.474093e-03	6.592343e-04	1.000000
843111.718	50.000	-50.000	2.448932e-01	5.801110e-02	-5.801110e-02	8.844556e-04	5.106407e-04	1.000000
843211.718	50.000	-50.000	2.172525e-01	5.482562e-02	-5.482562e-02	1.474093e-03	6.592343e-04	1.000000
843311.718	50.000	-50.000	3.273793e-01	6.724509e-02	-6.724509e-02	1.474093e-03	6.592343e-04	1.000000
843411.718	50.000	-50.000	2.748287e-01	6.163796e-02	-6.163796e-02	5.896371e-04	4.169364e-04	1.000000
843511.718	50.000	-50.000	2.453287e-01	5.830902e-02	-5.830902e-02	1.474093e-03	6.592343e-04	1.000000
843611.718	50.000	-50.000	3.430695e-01	6.894389e-02	-6.894389e-02	1.179274e-03	5.896371e-04	1.000000
843711.718	50.000	-50.000	2.751576e-01	6.171171e-02	-6.171171e-02	5.896371e-04	4.169364e-04	1.000000
843811.718	50.000	-50.000	2.586269e-01	5.970911e-02	-5.970911e-02	1.179274e-03	5.896371e-04	1.000000
843911.718	50.000	-50.000	3.953387e-01	8.264880e-02	-8.264880e-02	7.425849e-04	5.250868e-04	0.794033
859711.718	50.000	-50.000	3.564830e-01	1.266128e-01	-1.022917e-01	1.015010e-03	1.015010e-03	0.321453
859811.718	50.000	-50.000	3.236473e-01	6.160127e-02	-6.160127e-02	1.957666e-03	7.992138e-04	1.000000
859911.718	50.000	-50.000	2.541446e-01	6.590087e-02	-6.590087e-02	8.151520e-04	5.763995e-04	0.772599
860011.718	50.000	-50.000	3.165843e-01	7.334293e-02	-7.334293e-02	1.821049e-03	7.434402e-04	1.000000
860111.718	50.000	-50.000	4.970662e-01	9.084476e-02	-9.084476e-02	3.035082e-04	3.035082e-04	1.000000
860211.718	50.000	-50.000	2.809297e-01	6.850792e-02	-6.850792e-02	9.105246e-04	5.256916e-04	1.000000
860311.718	50.000	-50.000	2.465275e-01	6.391570e-02	-6.391570e-02	6.070164e-04	4.292254e-04	1.000000
860411.718	50.000	-50.000	4.149427e-01	8.350306e-02	-8.350306e-02	1.517541e-03	6.786650e-04	1.000000
860511.718	50.000	-50.000	3.090343e-01	7.171122e-02	-7.171122e-02	2.124557e-03	8.030072e-04	1.000000
860611.718	50.000	-50.000	2.563568e-01	6.534722e-02	-6.534722e-02	3.035082e-03	9.597772e-04	1.000000
860711.718	50.000	-50.000	2.486592e-01	6.446836e-02	-6.446836e-02	6.070164e-04	4.292254e-04	1.000000
860811.718	50.000	-50.000	2.941143e-01	7.040785e-02	-7.040785e-02	2.731574e-03	9.105246e-04	1.000000
860911.718	50.000	-50.000	3.622711e-01	7.778107e-02	-7.778107e-02	1.517541e-03	6.786650e-04	1.000000
861011.718	50.000	-50.000	2.473312e-01	6.479206e-02	-6.479206e-02	2.124557e-03	8.030072e-04	1.000000
861111.718	50.000	-50.000	3.694131e-01	7.976436e-02	-7.976436e-02	2.731574e-03	9.105246e-04	1.000000
861211.718	50.000	-50.000	2.651416e-01	6.667053e-02	-6.667053e-02	9.105246e-04	5.256916e-04	1.000000
861311.718	50.000	-50.000	4.104573e-01	9.235009e-02	-9.235009e-02	1.513323e-03	7.566614e-04	0.802230
957311.718	50.000	-50.000	2.316540e-01	7.176816e-02	-5.956919e-02	2.555103e-03	1.142677e-03	0.639308
957411.718	50.000	-50.000	9.224851e-02	3.717961e-02	-2.928285e-02	3.298539e-04	3.298539e-04	0.990437
957511.718	50.000	-50.000	2.887211e-01	6.850031e-02	-6.850031e-02	1.475351e-03	7.376753e-04	0.786753
957611.718	50.000	-50.000	1.888128e-01	4.894337e-02	-4.894337e-02	5.803679e-04	4.103821e-04	1.000000
957711.718	50.000	-50.000	2.133170e-01	5.209781e-02	-5.209781e-02	1.160736e-03	5.803679e-04	1.000000
957811.718	50.000	-50.000	1.249662e-01	4.448353e-02	-3.596139e-02	5.803679e-04	4.103821e-04	1.000000
957911.718	50.000	-50.000	2.448693e-01	5.800081e-02	-5.800081e-02	9.391355e-04	5.422102e-04	0.926971
974511.718	50.000	-50.000	1.814244e-01	7.341570e-02	-5.782258e-02	1.244298e-03	8.798517e-04	0.521532
974611.718	50.000	-50.000	1.490268e-01	4.605124e-02	-3.822357e-02	1.297882e-03	6.489410e-04	1.000000
974711.718	50.000	-50.000	1.680125e-01	6.350270e-02	-5.074202e-02	7.820243e-04	5.529747e-04	0.772644
974811.718	50.000	-50.000	1.480928e-01	5.337614e-02	-4.315036e-02	1.812680e-03	7.400235e-04	1.000000
974911.718	50.000	-50.000	1.496516e-01	5.344807e-02	-4.320852e-02	9.063400e-04	5.232757e-04	1.000000
975011.718	50.000	-50.000	1.972253e-01	6.047533e-02	-5.019589e-02	3.021133e-04	3.021133e-04	1.000000
975111.718	50.000	-50.000	2.404384e-01	6.080881e-02	-6.080881e-02	1.812680e-03	7.400235e-04	1.000000
975211.718	50.000	-50.000	1.334748e-01	5.063922e-02	-4.043646e-02	9.063400e-04	5.232757e-04	1.000000
975311.718	50.000	-50.000	1.313380e-01	4.982855e-02	-3.978913e-02	9.063400e-04	5.232757e-04	1.000000
975411.718	50.000	-50.000	1.496433e-01	5.344510e-02	-4.320611e-02	9.063400e-04	5.232757e-04	1.000000
975511.718	50.000	-50.000	1.031851e-01	4.548005e-02	-3.522004e-02	1.208453e-03	6.042267e-04	1.000000
975611.718	50.000	-50.000	1.853643e-01	5.956807e-02	-4.907341e-02	6.042267e-04	4.272528e-04	1.000000
975711.718	50.000	-50.000	4.491711e-02	3.251575e-02	-2.189898e-02	3.021133e-04	3.021133e-04	1.000000
975811.718	50.000	-50.000	1.948668e-01	6.017433e-02	-4.994606e-02	1.208453e-03	6.042267e-04	1.000000
975911.718	50.000	-50.000	1.481732e-01	5.324245e-02	-4.304228e-02	1.510567e-03	6.755460e-04	1.000000
976011.718	50.000	-50.000	1.058137e-01	4.643613e-02	-3.596043e-02	9.063400e-04	5.232757e-04	1.000000
! PC Upper limit
178511.718	50.000	-50.000	1.8641e+00	0.0000e+00	0.0000e+00	2.4351e-03	2.4351e-03	0.1179
333211.718	50.000	-50.000	5.3615e+02	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0001
528511.718	50.000	-50.000	2.1622e+02	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0004
699611.718	50.000	-50.000	3.9712e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0176
976111.718	50.000	-50.000	2.5763e+02	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0004
